respondent_id,choiseset_id,alternative_id,choice_id,cloud_storage,customer_support,cloud_services,price,choice
37,14,3,554,2000gb,yes,"email, video, productivity",p6,0
37,15,1,555,30gb,no,"email, video, productivity",p12,1
37,15,2,555,2000gb,no,email,p6,0
37,15,3,555,2000gb,yes,email,p12,0
38,1,1,556,5000gb,no,"email, video",p6,1
38,1,2,556,5000gb,yes,email,p12,0
38,1,3,556,2000gb,no,email,p18,0
38,2,1,557,5000gb,no,email,p12,0
38,2,2,557,5000gb,yes,"email, video, productivity",p6,1
38,2,3,557,30gb,yes,email,p18,0
38,3,1,558,30gb,yes,email,p12,0
38,3,2,558,5000gb,no,email,p6,1
38,3,3,558,30gb,no,email,p18,0
38,4,1,559,2000gb,yes,"email, video, productivity",p12,0
38,4,2,559,2000gb,no,"email, video",p18,0
38,4,3,559,2000gb,no,"email, video",p6,1
38,5,1,560,2000gb,no,"email, video, productivity",p12,1
38,5,2,560,5000gb,yes,"email, video",p12,0
38,5,3,560,2000gb,yes,"email, video",p18,0
38,6,1,561,30gb,no,"email, video, productivity",p18,0
38,6,2,561,5000gb,no,"email, video, productivity",p18,1
38,6,3,561,2000gb,no,email,p12,0
38,7,1,562,5000gb,yes,email,p18,0
38,7,2,562,5000gb,yes,"email, video",p18,0
38,7,3,562,5000gb,yes,"email, video, productivity",p18,1
38,8,1,563,5000gb,no,email,p18,0
38,8,2,563,2000gb,yes,"email, video, productivity",p18,0
38,8,3,563,30gb,yes,"email, video",p6,1
38,9,1,564,30gb,no,"email, video, productivity",p12,1
38,9,2,564,5000gb,no,"email, video",p18,0
38,9,3,564,2000gb,yes,email,p12,0
38,10,1,565,5000gb,no,"email, video, productivity",p12,0
38,10,2,565,30gb,no,"email, video, productivity",p6,1
38,10,3,565,30gb,no,email,p12,0
38,11,1,566,5000gb,no,"email, video",p12,1
38,11,2,566,2000gb,yes,"email, video",p6,0
38,11,3,566,30gb,yes,"email, video, productivity",p12,0
38,12,1,567,2000gb,yes,"email, video, productivity",p6,0
38,12,2,567,30gb,yes,"email, video, productivity",p6,0
38,12,3,567,5000gb,yes,"email, video, productivity",p12,1
38,13,1,568,30gb,yes,"email, video, productivity",p18,1
38,13,2,568,30gb,yes,"email, video",p18,0
38,13,3,568,5000gb,yes,email,p6,0
38,14,1,569,5000gb,yes,"email, video",p6,1
38,14,2,569,30gb,no,email,p6,0
38,14,3,569,30gb,no,"email, video",p12,0
38,15,1,570,2000gb,yes,"email, video",p12,0
38,15,2,570,2000gb,no,"email, video, productivity",p18,1
38,15,3,570,2000gb,no,"email, video",p12,0
39,1,1,571,30gb,yes,"email, video, productivity",p6,0
39,1,2,571,2000gb,yes,email,p6,1
39,1,3,571,30gb,no,email,p12,0
39,2,1,572,30gb,no,"email, video, productivity",p18,0
39,2,2,572,2000gb,no,email,p18,0
39,2,3,572,5000gb,no,"email, video, productivity",p6,1
39,3,1,573,30gb,no,"email, video, productivity",p6,0
39,3,2,573,5000gb,no,"email, video",p6,1
39,3,3,573,5000gb,no,"email, video",p18,0
39,4,1,574,2000gb,yes,"email, video",p18,0
39,4,2,574,2000gb,yes,"email, video",p6,1
39,4,3,574,5000gb,yes,"email, video, productivity",p18,0
39,5,1,575,2000gb,yes,email,p12,0
39,5,2,575,30gb,no,"email, video",p12,0
39,5,3,575,2000gb,yes,"email, video, productivity",p18,1
39,6,1,576,5000gb,yes,"email, video, productivity",p12,0
39,6,2,576,5000gb,yes,"email, video",p6,1
39,6,3,576,5000gb,yes,"email, video",p12,0
39,7,1,577,30gb,yes,"email, video",p18,0
39,7,2,577,5000gb,no,"email, video",p12,0
39,7,3,577,5000gb,yes,"email, video, productivity",p6,1
39,8,1,578,2000gb,yes,"email, video, productivity",p12,1
39,8,2,578,2000gb,no,"email, video, productivity",p18,0
39,8,3,578,5000gb,yes,email,p18,0
39,9,1,579,2000gb,yes,"email, video, productivity",p6,1
39,9,2,579,30gb,yes,email,p18,0
39,9,3,579,2000gb,no,"email, video, productivity",p12,0
39,10,1,580,30gb,yes,"email, video",p6,0
39,10,2,580,30gb,yes,email,p12,0
39,10,3,580,5000gb,no,email,p6,1
39,11,1,581,2000gb,no,"email, video",p6,1
39,11,2,581,5000gb,yes,email,p6,0
39,11,3,581,5000gb,no,"email, video, productivity",p12,0
39,12,1,582,2000gb,yes,email,p18,0
39,12,2,582,30gb,no,"email, video",p6,1
39,12,3,582,5000gb,yes,email,p12,0
39,13,1,583,2000gb,no,email,p12,0
39,13,2,583,2000gb,no,"email, video",p12,0
39,13,3,583,5000gb,yes,"email, video",p18,1
39,14,1,584,5000gb,no,email,p18,0
39,14,2,584,2000gb,no,"email, video",p18,0
39,14,3,584,30gb,yes,"email, video, productivity",p12,1
39,15,1,585,2000gb,no,email,p6,1
39,15,2,585,5000gb,no,email,p12,0
39,15,3,585,30gb,yes,"email, video",p12,0
40,1,1,586,2000gb,no,"email, video, productivity",p18,0
40,1,2,586,5000gb,no,"email, video, productivity",p6,1
40,1,3,586,5000gb,no,"email, video",p12,0
40,2,1,587,5000gb,yes,"email, video, productivity",p12,0
40,2,2,587,5000gb,no,"email, video, productivity",p12,0
40,2,3,587,2000gb,yes,"email, video",p6,1
40,3,1,588,5000gb,no,email,p18,0
40,3,2,588,5000gb,yes,"email, video",p12,0
40,3,3,588,5000gb,yes,"email, video",p6,1
40,4,1,589,30gb,yes,"email, video",p18,1
40,4,2,589,30gb,no,"email, video, productivity",p18,0
40,4,3,589,5000gb,no,email,p12,0
40,5,1,590,2000gb,yes,"email, video, productivity",p12,1
40,5,2,590,30gb,yes,email,p6,0
40,5,3,590,5000gb,no,"email, video",p18,0
40,6,1,591,5000gb,yes,email,p18,0
40,6,2,591,2000gb,no,email,p6,0
40,6,3,591,5000gb,yes,"email, video, productivity",p6,1
40,7,1,592,30gb,yes,"email, video, productivity",p18,0
40,7,2,592,30gb,no,"email, video",p6,0
40,7,3,592,5000gb,yes,email,p6,1
40,8,1,593,2000gb,no,email,p18,0
40,8,2,593,30gb,yes,"email, video, productivity",p6,0
40,8,3,593,5000gb,yes,"email, video, productivity",p18,1
40,9,1,594,5000gb,yes,email,p12,1
40,9,2,594,5000gb,no,"email, video",p6,0
40,9,3,594,2000gb,yes,"email, video, productivity",p6,0
40,10,1,595,30gb,no,"email, video",p12,0
40,10,2,595,2000gb,yes,email,p18,0
40,10,3,595,2000gb,yes,"email, video, productivity",p18,1
40,11,1,596,2000gb,no,"email, video",p6,0
40,11,2,596,30gb,yes,"email, video",p6,0
40,11,3,596,30gb,no,"email, video, productivity",p6,1
40,12,1,597,30gb,yes,email,p18,0
40,12,2,597,5000gb,no,"email, video, productivity",p18,1
40,12,3,597,30gb,yes,"email, video, productivity",p12,0
40,13,1,598,30gb,no,"email, video, productivity",p12,0
40,13,2,598,30gb,no,email,p6,1
40,13,3,598,2000gb,yes,email,p12,0
40,14,1,599,2000gb,yes,"email, video",p12,0
40,14,2,599,2000gb,yes,email,p6,1
40,14,3,599,2000gb,no,email,p12,0
40,15,1,600,30gb,no,"email, video",p18,0
40,15,2,600,5000gb,yes,"email, video",p18,1
40,15,3,600,2000gb,no,"email, video",p12,0
41,1,1,601,30gb,no,email,p6,0
41,1,2,601,5000gb,yes,email,p12,0
41,1,3,601,2000gb,no,"email, video",p6,1
41,2,1,602,30gb,yes,"email, video",p18,0
41,2,2,602,5000gb,yes,"email, video",p18,0
41,2,3,602,5000gb,yes,"email, video, productivity",p6,1
41,3,1,603,30gb,no,"email, video",p18,0
41,3,2,603,30gb,no,"email, video",p6,1
41,3,3,603,2000gb,yes,email,p12,0
41,4,1,604,5000gb,no,"email, video, productivity",p18,0
41,4,2,604,30gb,yes,email,p12,0
41,4,3,604,2000gb,yes,"email, video, productivity",p18,1
41,5,1,605,5000gb,yes,"email, video",p12,0
41,5,2,605,30gb,no,"email, video, productivity",p6,1
41,5,3,605,30gb,yes,"email, video",p12,0
41,6,1,606,2000gb,no,email,p12,0
41,6,2,606,30gb,yes,"email, video",p6,1
41,6,3,606,5000gb,no,"email, video",p18,0
41,7,1,607,30gb,no,email,p18,0
41,7,2,607,5000gb,yes,"email, video, productivity",p12,1
41,7,3,607,2000gb,no,"email, video, productivity",p18,0
41,8,1,608,30gb,no,"email, video, productivity",p12,1
41,8,2,608,2000gb,no,email,p18,0
41,8,3,608,5000gb,no,email,p6,0
41,9,1,609,2000gb,yes,"email, video",p12,0
41,9,2,609,2000gb,yes,"email, video",p18,0
41,9,3,609,2000gb,yes,email,p6,1
41,10,1,610,5000gb,yes,email,p18,0
41,10,2,610,5000gb,no,email,p18,0
41,10,3,610,30gb,no,email,p12,1
41,11,1,611,30gb,yes,"email, video, productivity",p18,0
41,11,2,611,2000gb,no,"email, video",p18,0
41,11,3,611,2000gb,no,"email, video, productivity",p6,1
41,12,1,612,2000gb,no,"email, video, productivity",p12,0
41,12,2,612,5000gb,no,"email, video, productivity",p6,1
41,12,3,612,5000gb,no,"email, video, productivity",p12,0
41,13,1,613,2000gb,yes,"email, video, productivity",p6,1
41,13,2,613,30gb,no,"email, video",p12,0
41,13,3,613,30gb,yes,email,p18,0
41,14,1,614,2000gb,no,"email, video",p12,0
41,14,2,614,5000gb,yes,email,p6,0
41,14,3,614,30gb,yes,"email, video, productivity",p6,1
41,15,1,615,2000gb,yes,"email, video, productivity",p12,0
41,15,2,615,30gb,yes,"email, video, productivity",p12,1
41,15,3,615,2000gb,yes,email,p18,0
42,1,1,616,30gb,no,"email, video, productivity",p18,0
42,1,2,616,30gb,yes,"email, video",p18,1
42,1,3,616,30gb,yes,email,p12,0
42,2,1,617,5000gb,no,"email, video, productivity",p6,1
42,2,2,617,5000gb,yes,"email, video, productivity",p18,0
42,2,3,617,2000gb,yes,"email, video, productivity",p12,0
42,3,1,618,30gb,yes,email,p6,0
42,3,2,618,5000gb,yes,"email, video",p12,1
42,3,3,618,2000gb,yes,email,p18,0
42,4,1,619,2000gb,yes,"email, video",p12,1
42,4,2,619,30gb,no,email,p18,0
42,4,3,619,2000gb,yes,email,p12,0
42,5,1,620,30gb,no,"email, video",p12,0
42,5,2,620,2000gb,yes,"email, video",p6,1
42,5,3,620,2000gb,no,"email, video",p12,0
42,6,1,621,2000gb,yes,"email, video",p18,0
42,6,2,621,2000gb,yes,"email, video, productivity",p18,1
42,6,3,621,30gb,yes,"email, video",p12,0
42,7,1,622,2000gb,no,"email, video",p6,0
42,7,2,622,2000gb,no,email,p6,0
42,7,3,622,30gb,yes,"email, video",p6,1
42,8,1,623,5000gb,no,email,p12,0
42,8,2,623,30gb,no,email,p6,0
42,8,3,623,30gb,no,"email, video, productivity",p6,1
42,9,1,624,5000gb,yes,"email, video",p18,1
42,9,2,624,5000gb,yes,email,p18,0
42,9,3,624,30gb,yes,email,p18,0
42,10,1,625,2000gb,yes,email,p6,0
42,10,2,625,30gb,no,"email, video",p6,1
42,10,3,625,5000gb,no,email,p6,0
42,11,1,626,2000gb,no,"email, video",p18,0
42,11,2,626,2000gb,yes,"email, video, productivity",p6,0
42,11,3,626,30gb,yes,"email, video, productivity",p6,1
42,12,1,627,2000gb,no,"email, video, productivity",p18,0
42,12,2,627,30gb,yes,"email, video, productivity",p18,1
42,12,3,627,2000gb,no,email,p18,0
42,13,1,628,30gb,no,"email, video, productivity",p12,0
42,13,2,628,5000gb,yes,"email, video, productivity",p12,1
42,13,3,628,2000gb,no,email,p12,0
42,14,1,629,5000gb,no,"email, video",p12,1
42,14,2,629,30gb,no,"email, video",p18,0
42,14,3,629,5000gb,no,email,p18,0
42,15,1,630,5000gb,yes,email,p12,0
42,15,2,630,5000gb,yes,email,p6,0
42,15,3,630,2000gb,no,"email, video, productivity",p12,1
43,1,1,631,5000gb,yes,"email, video, productivity",p6,1
43,1,2,631,5000gb,yes,"email, video, productivity",p18,0
43,1,3,631,30gb,yes,email,p6,0
43,2,1,632,2000gb,no,"email, video",p12,1
43,2,2,632,30gb,no,email,p18,0
43,2,3,632,30gb,no,email,p6,0
43,3,1,633,30gb,no,"email, video",p18,0
43,3,2,633,5000gb,no,"email, video, productivity",p6,0
43,3,3,633,2000gb,yes,"email, video",p6,1
43,4,1,634,5000gb,no,email,p18,0
43,4,2,634,5000gb,no,"email, video",p18,0
43,4,3,634,2000gb,yes,"email, video",p12,1
43,5,1,635,2000gb,no,"email, video",p6,1
43,5,2,635,30gb,yes,"email, video, productivity",p6,0
43,5,3,635,2000gb,no,"email, video",p18,0
43,6,1,636,2000gb,no,email,p18,0
43,6,2,636,2000gb,no,"email, video, productivity",p12,1
43,6,3,636,5000gb,yes,email,p6,0
43,7,1,637,2000gb,yes,"email, video, productivity",p18,0
43,7,2,637,5000gb,no,"email, video, productivity",p18,1
43,7,3,637,30gb,no,"email, video, productivity",p18,0
43,8,1,638,30gb,no,"email, video, productivity",p6,1
43,8,2,638,5000gb,yes,"email, video",p18,0
43,8,3,638,2000gb,no,email,p12,0
43,9,1,639,30gb,yes,email,p12,0
43,9,2,639,30gb,yes,"email, video",p12,1
43,9,3,639,30gb,no,"email, video",p6,0
43,10,1,640,5000gb,yes,"email, video",p6,1
43,10,2,640,2000gb,yes,email,p12,0
43,10,3,640,5000gb,no,"email, video, productivity",p12,0
43,11,1,641,30gb,no,email,p12,0
43,11,2,641,5000gb,no,email,p6,0
43,11,3,641,2000gb,yes,"email, video",p18,1
43,12,1,642,5000gb,yes,email,p12,0
43,12,2,642,5000gb,yes,"email, video",p12,0
43,12,3,642,2000gb,yes,"email, video, productivity",p6,1
43,13,1,643,5000gb,no,email,p12,0
43,13,2,643,2000gb,no,"email, video, productivity",p6,1
43,13,3,643,5000gb,no,"email, video",p6,0
43,14,1,644,30gb,yes,email,p18,0
43,14,2,644,30gb,yes,"email, video, productivity",p12,0
43,14,3,644,2000gb,yes,"email, video, productivity",p12,1
43,15,1,645,5000gb,yes,"email, video, productivity",p12,1
43,15,2,645,30gb,yes,"email, video",p6,0
43,15,3,645,30gb,yes,"email, video",p18,0
44,1,1,646,2000gb,no,email,p12,0
44,1,2,646,30gb,no,"email, video",p18,1
44,1,3,646,30gb,yes,email,p6,0
44,2,1,647,2000gb,no,"email, video",p6,0
44,2,2,647,5000gb,yes,"email, video",p6,1
44,2,3,647,5000gb,no,"email, video, productivity",p18,0
44,3,1,648,30gb,no,email,p18,0
44,3,2,648,2000gb,no,"email, video, productivity",p12,0
44,3,3,648,2000gb,yes,"email, video",p6,1
44,4,1,649,2000gb,no,email,p6,0
44,4,2,649,5000gb,no,"email, video",p18,0
44,4,3,649,5000gb,yes,"email, video",p18,1
44,5,1,650,2000gb,yes,"email, video, productivity",p12,0
44,5,2,650,5000gb,yes,"email, video, productivity",p12,1
44,5,3,650,5000gb,no,"email, video, productivity",p12,0
44,6,1,651,2000gb,yes,"email, video, productivity",p18,0
44,6,2,651,5000gb,yes,email,p6,1
44,6,3,651,5000gb,no,email,p12,0
44,7,1,652,5000gb,yes,"email, video",p12,1
44,7,2,652,2000gb,yes,email,p12,0
44,7,3,652,2000gb,no,"email, video, productivity",p6,0
44,8,1,653,30gb,yes,"email, video, productivity",p6,1
44,8,2,653,2000gb,yes,email,p18,0
44,8,3,653,30gb,yes,email,p18,0
44,9,1,654,30gb,no,"email, video, productivity",p6,1
44,9,2,654,30gb,yes,"email, video, productivity",p18,0
44,9,3,654,30gb,no,"email, video, productivity",p12,0
44,10,1,655,2000gb,yes,email,p6,0
44,10,2,655,5000gb,yes,email,p18,1
44,10,3,655,2000gb,no,"email, video",p18,0
44,11,1,656,5000gb,no,email,p6,1
44,11,2,656,30gb,no,email,p12,0
44,11,3,656,30gb,no,"email, video, productivity",p18,0
44,12,1,657,5000gb,yes,"email, video, productivity",p18,1
44,12,2,657,2000gb,no,"email, video",p12,0
44,12,3,657,30gb,yes,"email, video",p6,0
44,13,1,658,30gb,yes,email,p12,0
44,13,2,658,30gb,yes,"email, video",p18,1
44,13,3,658,5000gb,no,"email, video",p12,0
44,14,1,659,5000gb,no,email,p18,0
44,14,2,659,5000gb,yes,"email, video, productivity",p6,1
44,14,3,659,30gb,no,"email, video",p12,0
44,15,1,660,2000gb,yes,"email, video, productivity",p6,0
44,15,2,660,5000gb,no,"email, video",p6,1
44,15,3,660,2000gb,yes,"email, video",p12,0
45,1,1,661,2000gb,yes,"email, video",p12,0
45,1,2,661,30gb,yes,"email, video",p6,1
45,1,3,661,5000gb,no,"email, video",p6,0
45,2,1,662,5000gb,no,email,p6,1
45,2,2,662,5000gb,yes,"email, video, productivity",p18,0
45,2,3,662,2000gb,yes,"email, video",p6,0
45,3,1,663,30gb,no,"email, video, productivity",p18,0
45,3,2,663,30gb,yes,"email, video, productivity",p12,1
45,3,3,663,2000gb,yes,email,p18,0
45,4,1,664,2000gb,yes,email,p12,1
45,4,2,664,30gb,yes,email,p18,0
45,4,3,664,5000gb,yes,"email, video",p18,0
45,5,1,665,30gb,no,"email, video",p6,0
45,5,2,665,2000gb,yes,"email, video, productivity",p18,1
45,5,3,665,5000gb,no,"email, video",p12,0
45,6,1,666,5000gb,no,"email, video, productivity",p18,0
45,6,2,666,2000gb,no,"email, video, productivity",p6,1
45,6,3,666,2000gb,no,"email, video",p6,0
45,7,1,667,5000gb,yes,"email, video",p6,1
45,7,2,667,2000gb,no,"email, video, productivity",p12,0
45,7,3,667,30gb,yes,"email, video, productivity",p6,0
45,8,1,668,2000gb,no,email,p12,0
45,8,2,668,30gb,yes,email,p12,0
45,8,3,668,2000gb,yes,email,p6,1
45,9,1,669,2000gb,yes,"email, video, productivity",p12,1
45,9,2,669,30gb,yes,"email, video, productivity",p18,0
45,9,3,669,5000gb,no,email,p12,0
45,10,1,670,2000gb,no,"email, video",p12,0
45,10,2,670,30gb,yes,"email, video",p18,0
45,10,3,670,2000gb,yes,"email, video",p18,1
45,11,1,671,30gb,no,"email, video",p12,0
45,11,2,671,30gb,no,email,p6,0
45,11,3,671,5000gb,no,"email, video, productivity",p12,1
45,12,1,672,5000gb,yes,"email, video, productivity",p6,1
45,12,2,672,2000gb,no,"email, video, productivity",p18,0
45,12,3,672,5000gb,no,"email, video",p18,0
45,13,1,673,30gb,yes,email,p6,0
45,13,2,673,5000gb,yes,email,p6,1
45,13,3,673,2000gb,no,"email, video",p18,0
45,14,1,674,5000gb,yes,email,p18,0
45,14,2,674,30gb,no,email,p12,0
45,14,3,674,5000gb,yes,email,p12,1
45,15,1,675,2000gb,no,email,p6,0
45,15,2,675,30gb,no,"email, video, productivity",p6,0
45,15,3,675,5000gb,no,email,p18,1
46,1,1,676,2000gb,no,"email, video, productivity",p18,0
46,1,2,676,30gb,yes,"email, video",p12,0
46,1,3,676,2000gb,yes,"email, video",p6,1
46,2,1,677,30gb,no,"email, video, productivity",p12,0
46,2,2,677,5000gb,yes,"email, video, productivity",p6,0
46,2,3,677,2000gb,yes,email,p6,1
46,3,1,678,5000gb,no,"email, video",p18,0
46,3,2,678,2000gb,no,email,p6,1
46,3,3,678,5000gb,no,"email, video",p12,0
46,4,1,679,5000gb,no,email,p18,0
46,4,2,679,30gb,no,email,p6,1
46,4,3,679,30gb,no,"email, video",p18,0
46,5,1,680,5000gb,no,"email, video",p6,0
46,5,2,680,30gb,no,"email, video, productivity",p6,0
46,5,3,680,5000gb,no,"email, video, productivity",p18,1
46,6,1,681,5000gb,yes,"email, video, productivity",p12,0
46,6,2,681,5000gb,no,"email, video, productivity",p6,1
46,6,3,681,2000gb,no,email,p18,0
46,7,1,682,2000gb,yes,"email, video",p12,1
46,7,2,682,30gb,yes,email,p18,0
46,7,3,682,30gb,yes,"email, video, productivity",p12,0
46,8,1,683,2000gb,no,"email, video",p6,0
46,8,2,683,30gb,no,"email, video, productivity",p18,0
46,8,3,683,2000gb,no,email,p12,1
46,9,1,684,30gb,yes,email,p12,0
46,9,2,684,5000gb,yes,email,p18,1
46,9,3,684,5000gb,yes,"email, video",p12,0
46,10,1,685,30gb,yes,"email, video",p6,0
46,10,2,685,30gb,no,email,p12,0
46,10,3,685,2000gb,no,"email, video",p18,1
46,11,1,686,5000gb,no,email,p6,1
46,11,2,686,5000gb,yes,"email, video",p6,0
46,11,3,686,2000gb,yes,"email, video",p18,0
46,12,1,687,2000gb,yes,"email, video, productivity",p12,0
46,12,2,687,2000gb,yes,email,p12,1
46,12,3,687,30gb,yes,email,p6,0
46,13,1,688,2000gb,no,"email, video",p12,0
46,13,2,688,5000gb,yes,email,p6,1
46,13,3,688,2000gb,no,"email, video, productivity",p12,0
46,14,1,689,2000gb,yes,email,p18,1
46,14,2,689,5000gb,yes,"email, video, productivity",p18,0
46,14,3,689,5000gb,yes,email,p12,0
46,15,1,690,30gb,no,"email, video",p6,0
46,15,2,690,2000gb,no,"email, video, productivity",p6,1
46,15,3,690,5000gb,no,"email, video, productivity",p12,0
47,1,1,691,5000gb,no,email,p12,0
47,1,2,691,5000gb,no,email,p18,0
47,1,3,691,5000gb,yes,"email, video, productivity",p6,1
47,2,1,692,30gb,no,"email, video",p18,0
47,2,2,692,2000gb,yes,"email, video, productivity",p12,1
47,2,3,692,30gb,no,email,p12,0
47,3,1,693,30gb,no,email,p6,0
47,3,2,693,5000gb,no,email,p6,0
47,3,3,693,5000gb,yes,"email, video, productivity",p18,1
47,4,1,694,30gb,yes,email,p18,0
47,4,2,694,2000gb,no,"email, video, productivity",p18,0
47,4,3,694,30gb,yes,"email, video, productivity",p12,1
47,5,1,695,2000gb,no,"email, video",p12,0
47,5,2,695,2000gb,no,"email, video",p18,0
47,5,3,695,30gb,yes,"email, video, productivity",p6,1
47,6,1,696,5000gb,no,"email, video, productivity",p12,1
47,6,2,696,2000gb,yes,email,p18,0
47,6,3,696,2000gb,yes,"email, video, productivity",p6,0
47,7,1,697,2000gb,no,"email, video, productivity",p12,0
47,7,2,697,2000gb,yes,email,p12,0
47,7,3,697,30gb,no,"email, video, productivity",p6,1
47,8,1,698,2000gb,no,email,p18,0
47,8,2,698,30gb,no,"email, video",p12,0
47,8,3,698,30gb,no,"email, video, productivity",p12,1
47,9,1,699,2000gb,yes,"email, video",p12,0
47,9,2,699,2000gb,yes,"email, video",p6,1
47,9,3,699,2000gb,no,email,p6,0
47,10,1,700,2000gb,no,"email, video",p6,0
47,10,2,700,5000gb,no,"email, video, productivity",p18,0
47,10,3,700,2000gb,no,"email, video, productivity",p6,1
47,11,1,701,5000gb,yes,"email, video",p12,0
47,11,2,701,30gb,yes,"email, video, productivity",p18,0
47,11,3,701,5000gb,no,"email, video, productivity",p6,1
47,12,1,702,30gb,yes,"email, video",p18,0
47,12,2,702,2000gb,yes,"email, video, productivity",p18,1
47,12,3,702,30gb,no,email,p18,0
47,13,1,703,5000gb,yes,"email, video",p6,0
47,13,2,703,30gb,no,"email, video",p6,1
47,13,3,703,30gb,yes,email,p6,0
47,14,1,704,30gb,no,"email, video, productivity",p18,0
47,14,2,704,5000gb,yes,"email, video, productivity",p12,1
47,14,3,704,30gb,yes,"email, video",p12,0
47,15,1,705,5000gb,yes,email,p18,0
47,15,2,705,2000gb,no,email,p12,0
47,15,3,705,2000gb,yes,email,p6,1
48,1,1,706,2000gb,no,"email, video",p12,0
48,1,2,706,5000gb,no,"email, video",p18,1
48,1,3,706,30gb,no,"email, video",p6,0
48,2,1,707,2000gb,no,email,p18,0
48,2,2,707,30gb,yes,"email, video",p12,0
48,2,3,707,2000gb,no,"email, video, productivity",p12,1
48,3,1,708,30gb,no,email,p6,0
48,3,2,708,5000gb,no,"email, video, productivity",p18,1
48,3,3,708,2000gb,yes,"email, video",p18,0
48,4,1,709,2000gb,no,"email, video, productivity",p18,0
48,4,2,709,5000gb,yes,email,p12,0
48,4,3,709,30gb,yes,"email, video, productivity",p12,1
48,5,1,710,5000gb,no,email,p12,0
48,5,2,710,2000gb,yes,"email, video, productivity",p12,1
48,5,3,710,2000gb,yes,email,p6,0
48,6,1,711,30gb,yes,"email, video",p18,0
48,6,2,711,30gb,no,"email, video, productivity",p12,0
48,6,3,711,2000gb,no,"email, video, productivity",p6,1
48,7,1,712,5000gb,yes,email,p18,0
48,7,2,712,2000gb,yes,"email, video, productivity",p6,1
48,7,3,712,5000gb,yes,"email, video",p12,0
48,8,1,713,2000gb,yes,"email, video, productivity",p18,1
48,8,2,713,30gb,no,email,p18,0
48,8,3,713,2000gb,yes,"email, video",p6,0
48,9,1,714,5000gb,yes,email,p6,0
48,9,2,714,30gb,yes,email,p6,0
48,9,3,714,5000gb,yes,"email, video, productivity",p6,1
48,10,1,715,30gb,no,"email, video, productivity",p6,0
48,10,2,715,5000gb,yes,"email, video",p6,1
48,10,3,715,2000gb,yes,email,p12,0
48,11,1,716,5000gb,yes,"email, video",p18,1
48,11,2,716,30gb,yes,email,p12,0
48,11,3,716,30gb,no,email,p12,0
48,12,1,717,2000gb,yes,"email, video",p12,1
48,12,2,717,30gb,no,"email, video, productivity",p18,0
48,12,3,717,2000gb,no,email,p12,0
48,13,1,718,5000gb,no,"email, video, productivity",p12,1
48,13,2,718,30gb,no,"email, video",p12,0
48,13,3,718,30gb,yes,"email, video",p6,0
48,14,1,719,30gb,yes,email,p18,0
48,14,2,719,30gb,yes,"email, video, productivity",p18,0
48,14,3,719,30gb,yes,"email, video, productivity",p6,1
48,15,1,720,5000gb,no,email,p18,0
48,15,2,720,2000gb,yes,email,p18,0
48,15,3,720,5000gb,yes,"email, video, productivity",p12,1
49,1,1,721,5000gb,no,"email, video, productivity",p18,1
49,1,2,721,5000gb,yes,email,p12,0
49,1,3,721,5000gb,yes,email,p18,0
49,2,1,722,2000gb,yes,email,p18,0
49,2,2,722,5000gb,no,"email, video",p6,1
49,2,3,722,30gb,no,email,p18,0
49,3,1,723,30gb,no,email,p6,0
49,3,2,723,5000gb,yes,"email, video, productivity",p12,1
49,3,3,723,5000gb,yes,"email, video",p6,0
49,4,1,724,5000gb,no,email,p18,0
49,4,2,724,30gb,yes,"email, video",p18,1
49,4,3,724,2000gb,no,"email, video, productivity",p12,0
49,5,1,725,2000gb,yes,email,p12,0
49,5,2,725,5000gb,yes,"email, video",p18,1
49,5,3,725,2000gb,no,"email, video",p6,0
49,6,1,726,2000gb,yes,"email, video, productivity",p18,0
49,6,2,726,2000gb,no,"email, video, productivity",p6,1
49,6,3,726,2000gb,no,email,p6,0
49,7,1,727,30gb,yes,"email, video",p6,1
49,7,2,727,30gb,no,"email, video, productivity",p18,0
49,7,3,727,2000gb,yes,"email, video",p6,0
49,8,1,728,2000gb,yes,"email, video, productivity",p6,1
49,8,2,728,2000gb,no,email,p12,0
49,8,3,728,30gb,yes,email,p6,0
49,9,1,729,2000gb,no,"email, video, productivity",p18,0
49,9,2,729,5000gb,yes,"email, video, productivity",p6,1
49,9,3,729,30gb,yes,"email, video",p12,0
49,10,1,730,30gb,no,"email, video, productivity",p6,1
49,10,2,730,5000gb,no,"email, video, productivity",p6,0
49,10,3,730,30gb,no,"email, video",p12,0
49,11,1,731,2000gb,yes,"email, video",p18,0
49,11,2,731,30gb,no,email,p12,0
49,11,3,731,5000gb,yes,"email, video, productivity",p18,1
49,12,1,732,30gb,yes,email,p12,0
49,12,2,732,30gb,yes,"email, video, productivity",p12,1
49,12,3,732,2000gb,yes,email,p6,0
49,13,1,733,30gb,no,"email, video",p18,0
49,13,2,733,5000gb,yes,email,p6,1
49,13,3,733,2000gb,no,"email, video",p18,0
49,14,1,734,5000gb,yes,"email, video",p12,0
49,14,2,734,30gb,no,"email, video, productivity",p12,0
49,14,3,734,5000gb,no,email,p6,1
49,15,1,735,30gb,no,"email, video",p6,0
49,15,2,735,5000gb,no,"email, video",p18,1
49,15,3,735,5000gb,no,"email, video, productivity",p12,0
50,1,1,736,30gb,no,"email, video",p6,0
50,1,2,736,2000gb,no,email,p12,0
